"Date","Province","CaseCounts"
2021-03-04,"ON",314727.046746862
2021-03-05,"ON",315911.915776949
2021-03-06,"ON",317080.843081399
2021-03-07,"ON",318236.373742663
2021-03-08,"ON",319381.249855445
2021-03-09,"ON",320518.410526699
2021-03-10,"ON",321650.991875628
2021-03-11,"ON",322782.327033687
2021-03-12,"ON",323915.946144579
2021-03-13,"ON",325055.57636426
2021-03-14,"ON",326205.141860933
2021-03-15,"ON",327368.763815054
2021-03-16,"ON",328550.760419329
2021-03-17,"ON",329755.646878711
2021-03-18,"ON",330988.135410408
2021-03-19,"ON",332253.135243875
2021-03-20,"ON",333555.752620817
2021-03-21,"ON",334901.290795192
2021-03-22,"ON",336295.250033206
2021-03-23,"ON",337743.327613315
2021-03-24,"ON",339251.417826227
2021-03-25,"ON",340825.611974899
2021-03-26,"ON",342472.198374539
2021-03-27,"ON",344197.662352604
2021-03-28,"ON",346008.686248802
2021-03-29,"ON",347912.149415091
2021-03-30,"ON",349915.12821568
2021-03-31,"ON",352024.896027028
2021-04-01,"ON",354248.923237843
2021-04-02,"ON",356594.877249085
2021-04-03,"ON",359070.622473962
2021-04-04,"ON",361684.220337935
2021-04-05,"ON",364443.929278713
2021-04-06,"ON",367358.204746256
2021-04-07,"ON",370435.699202775
2021-04-08,"ON",373685.262122731
2021-04-09,"ON",377115.939992833
2021-04-10,"ON",380736.976312043
2021-04-11,"ON",384557.811591572
2021-04-12,"ON",388588.083354882
2021-04-13,"ON",392837.626137684
2021-04-14,"ON",397316.47148794
2021-04-15,"ON",402034.847965862
2021-04-16,"ON",407003.181143914
2021-04-17,"ON",412232.093606806
2021-04-18,"ON",417732.404951503
2021-04-19,"ON",423515.131787217
2021-04-20,"ON",429591.487735412
2021-04-21,"ON",435972.883429801
2021-04-22,"ON",442670.926516348
2021-04-23,"ON",449697.421653267
2021-04-24,"ON",457064.370511022
2020-04-04,"QC",7247.67248549156
2020-04-05,"QC",7644.06262905837
2020-04-06,"QC",8091.67277996376
2020-04-07,"QC",8587.62451129728
2020-04-08,"QC",9129.09709110047
2020-04-09,"QC",9713.32748236682
2020-04-10,"QC",10337.6103430418
2020-04-11,"QC",10999.2980260229
2020-04-12,"QC",11695.8005791594
2020-04-13,"QC",12424.5857452528
2020-04-14,"QC",13183.1789620564
2020-04-15,"QC",13969.1633622756
2020-04-16,"QC",14780.1797735675
2020-04-17,"QC",15613.9267185414
2020-04-18,"QC",16468.1604147586
2020-04-19,"QC",17340.6947747323
2020-04-20,"QC",18229.4014059275
2020-04-21,"QC",19132.2096107615
2020-04-22,"QC",20047.1063866033
2020-04-23,"QC",20972.1364257739
2020-04-24,"QC",21905.4021155465
2020-04-25,"QC",22845.0635381459
2020-04-26,"QC",23789.3384707492
2020-04-27,"QC",24736.5023854853
2020-04-28,"QC",25684.888449435
2020-04-29,"QC",26632.8875246313
2020-04-30,"QC",27578.9481680591
2020-05-01,"QC",28521.576631655
2020-05-02,"QC",29459.3368623079
2020-05-03,"QC",30390.8505018585
2020-05-04,"QC",31314.7968870996
2020-05-05,"QC",32229.9130497757
2020-05-06,"QC",33134.9937165837
2020-05-07,"QC",34028.891309172
2020-05-08,"QC",34910.5159441413
2020-05-09,"QC",35778.835433044
2020-05-10,"QC",36632.8752823849
2020-05-11,"QC",37471.7186936202
2020-05-12,"QC",38294.5065631586
2020-05-13,"QC",39100.4374823603
2020-05-14,"QC",39888.7677375379
2020-05-15,"QC",40658.8113099556
2020-05-16,"QC",41409.9398758299
2020-05-17,"QC",42141.582806329
2020-05-18,"QC",42853.2271675731
2020-05-19,"QC",43544.4177206345
2020-05-20,"QC",44214.7569215375
2020-05-21,"QC",44863.9049212582
2020-05-22,"QC",45491.5795657247
2020-05-23,"QC",46097.5563958172
2020-05-24,"QC",46681.6686473677
2020-05-25,"QC",47243.8072511602
2020-05-26,"QC",47783.9208329309
2020-05-27,"QC",48302.0157133677
2020-05-28,"QC",48798.1559081104
2020-05-29,"QC",49272.4631277512
2020-05-30,"QC",49725.1167778337
2020-05-31,"QC",50156.3539588541
2020-06-01,"QC",50566.4694662599
2020-06-02,"QC",50955.815790451
2020-06-03,"QC",51324.8031167792
2020-06-04,"QC",51673.8993255483
2020-06-05,"QC",52003.6299920139
2020-06-06,"QC",52314.5783863837
2020-06-07,"QC",52607.3854738173
2020-06-08,"QC",52882.7485158627
2020-06-09,"QC",53141.395301083
2020-06-10,"QC",53384.0470752885
2020-06-11,"QC",53611.4131800041
2020-06-12,"QC",53824.191050231
2020-06-13,"QC",54023.0662144469
2020-06-14,"QC",54208.7122946061
2020-06-15,"QC",54381.7910061392
2020-06-16,"QC",54542.9521579536
2020-06-17,"QC",54692.8336524328
2020-06-18,"QC",54832.0614854372
2020-06-19,"QC",54961.2497463034
2020-06-20,"QC",55081.0006178446
2020-06-21,"QC",55191.9043763505
2020-06-22,"QC",55294.5393915874
2020-06-23,"QC",55389.4721267978
2020-06-24,"QC",55477.257138701
2020-06-25,"QC",55558.4370774927
2020-06-26,"QC",55633.5426868449
2020-06-27,"QC",55703.0928039065
2020-06-28,"QC",55767.5943593025
2020-06-29,"QC",55827.5423771347
2020-06-30,"QC",55883.4199749811
2020-07-01,"QC",55935.6983638964
2020-07-02,"QC",55984.8368484118
2020-07-03,"QC",56031.2828265349
2020-07-04,"QC",56075.4717897498
2020-07-05,"QC",56117.8273230172
2020-07-06,"QC",56158.7611047742
2020-07-07,"QC",56198.6729069344
2020-07-08,"QC",56237.9505948879
2020-07-09,"QC",56276.9701275014
2020-07-10,"QC",56316.0955571179
2020-07-11,"QC",56355.6790295571
2020-07-12,"QC",56396.0607841151
2020-07-13,"QC",56437.5691535644
2020-07-14,"QC",56480.5205641541
2020-07-15,"QC",56525.2195356099
2020-07-16,"QC",56571.9586811337
2020-07-17,"QC",56621.0187074043
2020-07-18,"QC",56672.6684145766
2020-07-19,"QC",56727.1646962823
2020-07-20,"QC",56784.7525396293
2020-07-21,"QC",56845.6650252023
2020-07-22,"QC",56910.1233270622
2020-07-23,"QC",56978.3367127467
2020-07-24,"QC",57050.5025432698
2020-07-25,"QC",57126.806273122
2020-07-26,"QC",57207.4214502704
2020-07-27,"QC",57292.5097161584
2020-07-28,"QC",57382.2208057062
2020-07-29,"QC",57476.6925473102
2020-07-30,"QC",57576.0508628435
2020-07-31,"QC",57680.4097676555
2020-08-01,"QC",57789.8713705723
2020-08-02,"QC",57904.5258738964
2020-08-03,"QC",58024.4515734068
2020-08-04,"QC",58149.7148583589
2020-08-05,"QC",58280.3702114848
2020-08-06,"QC",58416.460208993
2020-08-07,"QC",58558.0155205683
2020-08-08,"QC",58705.0549093724
2020-08-09,"QC",58857.5852320431
2020-08-10,"QC",59015.6014386949
2020-08-11,"QC",59179.0867270373
2020-08-12,"QC",59348.0177920342
2020-08-13,"QC",59522.3757201521
2020-08-14,"QC",59702.1484070929
2020-08-15,"QC",59887.3305674264
2020-08-16,"QC",60077.9237345907
2020-08-17,"QC",60273.9362608914
2020-08-18,"QC",60475.3833175023
2020-08-19,"QC",60682.2868944653
2020-08-20,"QC",60894.67580069
2020-08-21,"QC",61112.585663954
2020-08-22,"QC",61336.058930903
2020-08-23,"QC",61565.1448670506
2020-08-24,"QC",61799.8995567783
2020-08-25,"QC",62040.3859033355
2020-08-26,"QC",62286.6736288397
2020-08-27,"QC",62538.8392742764
2020-08-28,"QC",62796.9661994988
2020-08-29,"QC",63061.1445832284
2020-08-30,"QC",63331.4714230544
2020-08-31,"QC",63608.0505354339
2020-09-01,"QC",63890.9925556923
2020-09-02,"QC",64180.4149380227
2020-09-03,"QC",64476.4419554862
2020-09-04,"QC",64779.2047000118
2020-09-05,"QC",65088.8410823966
2020-09-06,"QC",65405.4958323056
2020-09-07,"QC",65729.3204982717
2020-09-08,"QC",66060.4734476958
2020-09-09,"QC",66399.1198668468
2020-09-10,"QC",66745.4317608615
2020-09-11,"QC",67099.5879537446
2020-09-12,"QC",67461.774088369
2020-09-13,"QC",67832.1826264753
2020-09-14,"QC",68211.0128486721
2020-09-15,"QC",68598.4708544361
2020-09-16,"QC",68994.7695621118
2020-09-17,"QC",69400.1287089117
2020-09-18,"QC",69814.7748509165
2020-09-19,"QC",70238.9413630743
2020-09-20,"QC",70672.8684392018
2020-09-21,"QC",71116.8030919832
2020-09-22,"QC",71570.9991529708
2020-09-23,"QC",72035.7172725849
2020-09-24,"QC",72511.2249201139
2020-09-25,"QC",72997.7963837137
2020-09-26,"QC",73495.7127704087
2020-09-27,"QC",74005.2620060908
2020-09-28,"QC",74526.7388355202
2020-09-29,"QC",75060.4448223249
2020-09-30,"QC",75606.6883490009
2020-10-01,"QC",76165.784616912
2020-10-02,"QC",76738.0556462903
2020-10-03,"QC",77323.8302762355
2020-10-04,"QC",77923.4441647155
2020-10-05,"QC",78537.239788566
2020-10-06,"QC",79165.5664434908
2020-10-07,"QC",79808.7802440615
2020-10-08,"QC",80467.2441237178
2020-10-09,"QC",81141.3278347674
2020-10-10,"QC",81831.4079483856
2020-10-11,"QC",82537.8678546162
2020-10-12,"QC",83261.0977623705
2020-10-13,"QC",84001.494699428
2020-10-14,"QC",84759.462446148
2020-10-15,"QC",85535.406497576
2020-10-16,"QC",86329.7188171858
2020-10-17,"QC",87142.7727989861
2020-10-18,"QC",87974.9232012325
2020-10-19,"QC",88826.5061464269
2020-10-20,"QC",89697.8391213182
2020-10-21,"QC",90589.2209769017
2020-10-22,"QC",91500.9319284195
2020-10-23,"QC",92433.2335553605
2020-10-24,"QC",93386.3688014602
2020-10-25,"QC",94360.5619747007
2020-10-26,"QC",95356.0187473109
2020-10-27,"QC",96372.9261557662
2020-10-28,"QC",97411.452600789
2020-10-29,"QC",98471.747847348
2020-10-30,"QC",99553.9430246589
2020-10-31,"QC",100658.150626184
2020-11-01,"QC",101784.464509632
2020-11-02,"QC",102932.959896959
2020-11-03,"QC",104103.693374366
2020-11-04,"QC",105296.702892304
2020-11-05,"QC",106512.007765467
2020-11-06,"QC",107749.608672798
2020-11-07,"QC",109009.487657486
2020-11-08,"QC",110291.608126967
2020-11-09,"QC",111595.914852922
2020-11-10,"QC",112922.333971282
2020-11-11,"QC",114270.772982221
2020-11-12,"QC",115641.120750163
2020-11-13,"QC",117033.247503776
2020-11-14,"QC",118447.004835977
2020-11-15,"QC",119882.225703927
2020-11-16,"QC",121338.724429035
2020-11-17,"QC",122816.296696959
2020-11-18,"QC",124314.719557599
2020-11-19,"QC",125833.751425106
2020-11-20,"QC",127373.132077875
2020-11-21,"QC",128932.582658548
2020-11-22,"QC",130511.805674016
2020-11-23,"QC",132110.484995413
2020-11-24,"QC",133728.285858123
2020-11-25,"QC",135364.854861775
2020-11-26,"QC",137019.819970245
2020-11-27,"QC",138692.790511655
2020-11-28,"QC",140383.357178374
2020-11-29,"QC",142091.09202702
2020-11-30,"QC",143815.548478453
2020-12-01,"QC",145556.261317785
2020-12-02,"QC",147312.74669437
2020-12-03,"QC",149084.502121812
2020-12-04,"QC",150871.00647796
2020-12-05,"QC",152671.72000491
2020-12-06,"QC",154486.084309005
2020-12-07,"QC",156313.522360834
2020-12-08,"QC",158153.438495233
2020-12-09,"QC",160005.218411286
2020-12-10,"QC",161868.229172321
2020-12-11,"QC",163741.819205916
2020-12-12,"QC",165625.318303892
2020-12-13,"QC",167518.03762232
2020-12-14,"QC",169419.269681515
2020-12-15,"QC",171328.28836604
2020-12-16,"QC",173244.348924706
2020-12-17,"QC",175166.687984507
2020-12-18,"QC",177094.527049411
2020-12-19,"QC",179027.088265795
2020-12-20,"QC",180963.602019412
2020-12-21,"QC",182903.30715842
2020-12-22,"QC",184845.450993382
2020-12-23,"QC",186789.289297264
2020-12-24,"QC",188734.086305438
2020-12-25,"QC",190679.114715682
2020-12-26,"QC",192623.655688177
2020-12-27,"QC",194566.998845509
2020-12-28,"QC",196508.44227267
2020-12-29,"QC",198447.292517055
2020-12-30,"QC",200382.864588466
2020-12-31,"QC",202314.481959108
2021-01-01,"QC",204241.47656359
2021-01-02,"QC",206163.18879893
2021-01-03,"QC",208078.967524545
2021-01-04,"QC",209988.170062261
2021-01-05,"QC",211890.162196309
2021-01-06,"QC",213784.318173321
2021-01-07,"QC",215670.020702336
2021-01-08,"QC",217546.6609548
2021-01-09,"QC",219413.638564561
2021-01-10,"QC",221270.361627871
2021-01-11,"QC",223116.24670339
2021-01-12,"QC",224950.71881218
2021-01-13,"QC",226773.21143771
2021-01-14,"QC",228583.166525851
2021-01-15,"QC",230380.034484882
2021-01-16,"QC",232163.274185484
2021-01-17,"QC",233932.352960745
2021-01-18,"QC",235686.746606157
2021-01-19,"QC",237425.939379615
2021-01-20,"QC",239149.424001422
2021-01-21,"QC",240856.701654284
2021-01-22,"QC",242547.281983311
2021-01-23,"QC",244220.68309602
2021-01-24,"QC",245876.431562331
2021-01-25,"QC",247514.062414569
2021-01-26,"QC",249133.119147464
2021-01-27,"QC",250733.153718153
2021-01-28,"QC",252313.726546173
2021-01-29,"QC",253874.40651347
2021-01-30,"QC",255414.770964394
2021-01-31,"QC",256934.405705697
2021-02-01,"QC",258432.90500654
2021-02-02,"QC",259909.871598485
2021-02-03,"QC",261364.916675502
2021-02-04,"QC",262797.659893963
2021-02-05,"QC",264207.729372648
2021-02-06,"QC",265594.761692737
2021-02-07,"QC",266958.40189782
2021-02-08,"QC",268298.303493889
2021-02-09,"QC",269614.12844934
2021-02-10,"QC",270905.547194977
2021-02-11,"QC",272172.238624005
2021-02-12,"QC",273413.890092037
2021-02-13,"QC",274630.197417089
2021-02-14,"QC",275820.864879581
2021-02-15,"QC",276985.605222341
2021-02-16,"QC",278124.139650599
2021-02-17,"QC",279236.19783199
2021-02-18,"QC",280321.517896555
2021-02-19,"QC",281379.846439535
2021-02-20,"QC",282410.945221598
2021-02-21,"QC",283414.637494349
2021-02-22,"QC",284390.840203912
2021-02-23,"QC",285339.565738697
2021-02-24,"QC",286260.921929399
2021-02-25,"QC",287155.112048995
2021-02-26,"QC",288022.434812749
2021-02-27,"QC",288863.284378206
2021-02-28,"QC",289678.150345199
2021-03-01,"QC",290467.617755842
2021-03-02,"QC",291232.367094535
2021-03-03,"QC",291973.174287964
2021-03-04,"QC",292690.910705094
2021-03-05,"QC",293386.543157181
2021-03-06,"QC",294061.133897759
2021-03-07,"QC",294715.840622652
2021-03-08,"QC",295351.916469963
2021-03-09,"QC",295970.710020084
2021-03-10,"QC",296573.665295688
2021-03-11,"QC",297162.321761733
2021-03-12,"QC",297738.314325463
2021-03-13,"QC",298303.373336404
2021-03-14,"QC",298859.324586368
2021-03-15,"QC",299408.08930945
2021-03-16,"QC",299951.68418203
2021-03-17,"QC",300492.221322773
2021-03-18,"QC",301031.908292626
2021-03-19,"QC",301573.048094824
2021-03-20,"QC",302118.039174882
2021-03-21,"QC",302669.375420603
2021-03-22,"QC",303229.646162071
2021-03-23,"QC",303801.536171658
2021-03-24,"QC",304387.825664016
2021-03-25,"QC",304991.390296086
2021-03-26,"QC",305615.201167089
2021-03-27,"QC",306262.324818533
2021-03-28,"QC",306935.923234209
2021-03-29,"QC",307639.253840194
2021-03-30,"QC",308375.669504847
2021-03-31,"QC",309148.618538812
2021-04-01,"QC",309961.644695019
2021-04-02,"QC",310818.387168679
2021-04-03,"QC",311722.580597292
2021-04-04,"QC",312678.055060637
2021-04-05,"QC",313688.736080781
2021-04-06,"QC",314758.644622074
2021-04-07,"QC",315891.897091151
2021-04-08,"QC",317092.70533693
2021-04-09,"QC",318365.376650614
2021-04-10,"QC",319714.31376569
2021-04-11,"QC",321144.014857931
2021-04-12,"QC",322659.073545392
2021-04-13,"QC",324264.178888413
2021-04-14,"QC",325964.115389619
2021-04-15,"QC",327763.762993919
2021-04-16,"QC",329668.097088506
2021-04-17,"QC",331682.188502857
2021-04-18,"QC",333811.203508734
2021-04-19,"QC",336060.403820182
2021-04-20,"QC",338435.146593533
2021-04-21,"QC",340940.884427401
2021-04-22,"QC",343583.165362685
2021-04-23,"QC",346367.632882567
2021-04-24,"QC",349300.025912516
