OBJECTID,HR_UID,Province,CaseCount,Deaths,Recovered,Tests,Last_Updated,GlobalID
34846,1304,NB,445,15,403,28099,2021/03/23 21:23:00+00,{9EA790DD-0586-400E-B8F3-3A0C69F4D788}
34847,1305,NB,182,4,178,20705,2021/03/23 21:25:00+00,{F08B7B38-B1F5-4C5F-BF8A-B27261E6AC97}
34848,1306,NB,29,0,28,17959,2021/03/23 21:25:00+00,{B52881AB-3F99-4831-91DB-BE2A6B4EA5AF}
34849,4604,MB,5687,38,4946,,2021/03/24 00:49:59+00,{E561584A-47D7-48FF-8C62-5FA35231118A}
34850,4605,MB,4886,143,4691,,2021/03/24 00:55:00+00,{E4C0099B-16BC-4869-9647-5DD82E046903}
34851,3570,ON,31804,550,30113,710408,2021/03/24 01:43:00+00,{84E66818-3149-4BCD-891D-4B7A1BD40133}
34852,3575,ON,2716,67,2571,49928,2021/03/24 03:00:00+00,{C4CE2E77-5EA4-42D0-9B5B-95AF4641E3AD}
34853,3595,ON,106953,2762,98923,,2021/03/24 03:07:00+00,{58CFBBEE-C1D8-4A4B-8C6D-7535EE0C0BAC}
34854,4601,MB,18319,658,17250,,2021/03/24 00:23:00+00,{C08EAFD2-7B5D-40CD-9BC7-24EBD10DEE0C}
34855,4602,MB,2148,53,2056,,2021/03/24 00:27:59+00,{EBA5CC3B-44DA-4FC0-A6B3-0527BCC3B5FD}
34856,4603,MB,2471,37,2392,,2021/03/24 00:46:00+00,{B9B9963C-340F-4E4B-9241-FBC027DF78C1}
34857,1011,NL,922,5,911,89661,2021/03/23 21:01:59+00,{856507FB-53D4-425C-8ECA-4246B8447A23}
34858,1012,NL,45,0,45,13225,2021/03/23 21:01:59+00,{1914EE6E-9A95-411C-9D42-73A8A0D0C7D1}
34859,1013,NL,38,1,37,13205,2021/03/23 21:03:00+00,{90FC3EF0-5900-42CB-A620-178BD59B8B8C}
34860,1014,NL,9,0,9,6432,2021/03/23 21:04:59+00,{B2A11EC8-86D0-4572-8254-1ED44C6326B9}
34861,1201,NS,106,1,103,,2021/03/23 21:08:00+00,{5F30C1C6-B81C-4AC6-88D6-3E7321B6E902}
34862,1202,NS,132,1,131,,2021/03/23 21:08:00+00,{DA6E955C-E135-48FE-8899-701BC8E14101}
34863,2411,QC,1746,45,,,2021/03/23 21:51:00+00,{57BFD6FD-8325-4E09-BB14-D686B79F3D09}
34864,2412,QC,11986,288,,,2021/03/23 21:49:59+00,{E04E6FE5-4FEE-480B-BD5C-AE6F23B465A6}
34865,2414,QC,21424,500,,,2021/03/23 21:52:00+00,{8CB7003B-8B24-4282-8CC6-15FC2F331D56}
34866,2415,QC,17487,481,,,2021/03/23 21:53:00+00,{1F86DF7E-0815-4643-8F5B-787061E12914}
34867,2416,QC,43424,1509,,,2021/03/23 21:54:00+00,{E41C764E-6E4C-44C4-81E0-33B23BAE7363}
34868,2417,QC,46,0,,,2021/03/23 21:54:00+00,{4F801A80-B80B-4D05-A321-8BB6611C7FE4}
34869,2418,QC,119,3,,,2021/03/23 21:54:00+00,{34FB3AEB-F575-4161-8C94-8788DFD4E4B1}
34870,3526,ON,224,4,204,110306,2021/03/24 02:28:00+00,{AF840151-0878-46F2-B142-881EEA89DA0E}
34871,3527,ON,1695,13,1620,82762,2021/03/24 02:00:59+00,{547F69AC-079D-4848-BECE-8AEE3C2957FF}
34872,3530,ON,13105,305,12210,,2021/03/24 02:03:59+00,{6D0F8E91-9375-4B45-B568-38617D1B44C7}
34873,1100,PE,152,,144,117555,2021/03/23 21:13:00+00,{6AAD74A2-6E69-4C36-9EB4-1D61CE979E15}
34874,2413,QC,26513,882,,,2021/03/23 21:52:00+00,{8FD4A088-3327-4739-ACA7-19EBFB171567}
34875,3533,ON,770,0,731,,2021/03/24 02:06:00+00,{644CD279-E227-43B5-BA9E-9CFC459D9E74}
34876,3534,ON,1559,39,1455,30057,2021/03/24 01:40:00+00,{76D2FA19-425F-48C9-BC72-58FF0BDFEE17}
34877,3535,ON,1112,68,1031,,2021/03/24 02:18:00+00,{45AFB731-4375-487E-BCBA-B9888CAB5416}
34878,3536,ON,10457,200,9937,343972,2021/03/24 00:59:59+00,{BC83C9D3-8D6C-4602-8D06-898C4A5CDED7}
34879,592,BC,8127,114,7670,210850,2021/03/24 01:37:00+00,{97098201-060C-4A56-B4D3-0874D466DB89}
34880,591,BC,54409,775,50606,915909,2021/03/24 01:36:00+00,{828B934F-33C3-4382-90F8-32F79EBDA2F3}
34881,595,BC,21976,401,20051,647067,2021/03/24 01:39:00+00,{E96ADC8B-FAAF-466C-9E53-A2D350293EA1}
34882,593,BC,2975,28,2669,226273,2021/03/24 01:37:00+00,{4370B16F-9503-4CA2-AF08-1CCB684531FB}
34883,594,BC,5599,120,5153,71501,2021/03/24 01:38:00+00,{00E5FA1C-6E56-444F-AC34-6497F2677770}
34884,4750,SK,1402,10,1306,40176,2021/03/24 01:18:59+00,{A3FC8D4C-3725-4DFB-8D4C-6D1652310D43}
34885,4751,SK,565,5,550,13163,2021/03/24 01:18:00+00,{3D422C03-ED09-4DA5-9DD7-D0FAA9DB7D72}
34886,4752,SK,352,3,348,1790,2021/03/24 01:11:00+00,{A8EC1012-3214-437F-85F8-0E73BA5DC7B8}
34887,4753,SK,1948,13,1895,15690,2021/03/24 01:12:59+00,{3F700738-A0C8-4D9B-80AC-FEAFAC0E3F4F}
34888,4754,SK,2127,28,2083,18315,2021/03/24 01:12:00+00,{346524D3-B8AA-4182-B8C3-3ED4BB751B6E}
34889,4755,SK,3450,46,3324,46871,2021/03/24 01:15:59+00,{C8035AFD-EBC0-40CA-B087-B63EBF981ED8}
34890,4756,SK,1265,11,1188,18956,2021/03/24 01:17:00+00,{741E73D2-AD48-4433-8F1F-6F7FBB85E388}
34891,4757,SK,3216,48,3099,34993,2021/03/24 01:14:00+00,{7A6CAB36-0AE4-4629-9478-9F2BDFD6D93E}
34892,4758,SK,6940,112,6073,137935,2021/03/24 01:21:59+00,{D4A5789C-2F6C-4922-8B98-D20EAE1EFDCA}
34893,4759,SK,7913,90,7632,173520,2021/03/24 01:18:59+00,{2935833F-7278-49D2-99C3-E5C5C41A905F}
34894,4760,SK,876,15,809,27573,2021/03/24 01:21:00+00,{4FED1F90-B4EC-41C7-A035-68CA729C326F}
34895,4761,SK,1243,35,1129,34007,2021/03/24 01:23:00+00,{987F2171-BDF1-476F-96AE-B43C12DF272A}
34896,4762,SK,641,3,618,13370,2021/03/24 01:20:00+00,{21339DD3-1B3A-442F-BB44-4B6717D64AF0}
34897,3537,ON,12099,302,10859,313130,2021/03/25 00:19:00+00,{301E019B-EF3B-41BE-87DB-6A380B7E022A}
34898,3538,ON,444,6,431,106186,2021/03/25 00:48:00+00,{43D33ED7-C786-45DA-BBFD-871ABF737408}
34899,3539,ON,1402,50,1340,114807,2021/03/25 01:49:00+00,{9BE85D78-431C-465C-85DC-E71BBD5435D8}
34900,3540,ON,1554,10,1436,92241,2021/03/25 00:49:59+00,{2A546F8E-CE65-4830-AA1A-10D310B53092}
34901,3541,ON,874,1,778,221741,2021/03/25 02:00:59+00,{BD321444-75F8-4E8D-A5B5-DAA575C094E6}
34902,3542,ON,2651,47,2395,125940,2021/03/25 00:52:00+00,{131F2E4D-6C64-4AFD-A60A-46DB0F6BC322}
34903,3543,ON,1175,54,981,7981,2021/03/25 02:15:00+00,{88FF1C87-91AD-432D-8EC0-3CD58D35FE5A}
34904,3544,ON,6668,185,6278,338917,2021/03/25 00:00:00+00,{16846180-0710-405A-90B5-440434AE3629}
34905,6001,YT,72,1,71,8374,2021/03/25 01:49:00+00,{76EB2369-F0F2-4E67-B6A0-2144CCF7A77F}
34906,6101,NT,47,0,47,15735,2021/03/25 01:47:59+00,{189B016C-9882-485F-A453-7EBD072AF785}
34907,6201,NU,395,4,391,4052,2021/03/25 01:33:00+00,{9A5075F8-41B4-4284-AE14-19A3472C6F6B}
34908,4831,AB,7653,104,6765,117505,2021/03/25 01:34:00+00,{67FA1E29-3AAC-44F1-A1E9-9E721639C92A}
34909,4832,AB,55224,601,51713,761496,2021/03/25 01:37:00+00,{125C0D91-9BE7-45D0-B915-030F04347CBA}
34910,4833,AB,11119,122,10416,168932,2021/03/25 01:39:00+00,{2F5917F1-B494-4664-960A-228A22A0364D}
34911,4834,AB,56032,1003,53574,614692,2021/03/25 01:40:00+00,{B4F48F36-72BC-4BC1-9FAB-EBFAC09CBDB8}
34912,4835,AB,13390,143,12459,178969,2021/03/25 01:41:00+00,{8E291366-7E64-481E-89F1-7DB92F0F6786}
34913,1307,NB,25,0,13,11545,2021/03/24 22:50:00+00,{3808BBE3-AF1E-44AE-AE34-BFDB0188015A}
34914,2401,QC,1690,30,,,2021/03/24 22:55:00+00,{A3FFE166-C4FC-4905-9DAE-646AF4B62A6D}
34915,2402,QC,9238,265,,,2021/03/24 22:56:00+00,{7DA54CFB-9900-4527-9C80-55965B82042C}
34916,2403,QC,23324,1009,,,2021/03/24 22:56:00+00,{758C22B7-D5DD-453E-B23D-90E04493DC3B}
34917,2404,QC,13090,508,,,2021/03/24 22:56:00+00,{EB9705D4-D67A-4A00-948C-E1F8CF83580F}
34918,2405,QC,11880,319,,,2021/03/24 22:56:00+00,{D1E21CA9-CF9A-4012-B5AF-26A4948AAD6B}
34919,2406,QC,113574,4603,,,2021/03/24 22:57:00+00,{1EAB054F-1338-4537-9ED5-CCF7CE9578D0}
34920,2407,QC,7031,171,,,2021/03/24 22:57:00+00,{C111605F-B8E0-45FF-995B-A6F711185395}
34921,2408,QC,923,8,,,2021/03/24 22:57:59+00,{240A12C1-CBB9-48E2-B81E-D41A30B28BFE}
34922,2409,QC,359,3,,,2021/03/24 22:59:00+00,{EFD968E7-EDF2-4639-9F03-8934723D9BCF}
34923,2410,QC,88,0,,,2021/03/24 22:59:00+00,{8E2FF2E2-5827-4059-91C9-B287FDCECF8D}
34924,3546,ON,9305,375,8550,,2021/03/25 02:05:00+00,{C487411E-BB5F-4AA4-8348-9FE763DF9045}
34925,3547,ON,287,4,272,109782,2021/03/25 02:03:59+00,{5D2E870A-F744-4301-A883-E8C7A873BCAC}
34926,3549,ON,647,4,601,79451,2021/03/25 01:10:00+00,{79353AB2-F381-47FD-A5DF-E89534F474E3}
34927,3551,ON,16332,457,15128,,2021/03/25 01:15:00+00,{454C9FB9-C4B2-4AE1-A362-DAC3A44B64F0}
34928,3553,ON,68528,634,65518,,2021/03/25 02:08:00+00,{15311B52-5060-4E64-B316-37F242BEE216}
34929,3555,ON,828,10,763,45650,2021/03/25 02:05:00+00,{B8AD2A7E-1472-4F7D-BBE4-F59ED0543DD0}
34930,3556,ON,346,25,319,81064,2021/03/25 01:12:00+00,{EB8087F1-BD2D-4C8A-84A4-8C31FD3E0CEC}
34931,3557,ON,409,4,383,71605,2021/03/25 01:41:00+00,{3ECAE034-2C71-4533-9E30-F05F2625CB53}
34932,3558,ON,3201,69,2855,119375,2021/03/25 02:11:00+00,{126FD27E-BD25-4F28-B68B-89E827E6911F}
34933,3560,ON,7377,195,6687,,2021/03/25 02:12:00+00,{294D7F46-1164-4270-AD08-5668ED2DE77B}
34934,3561,ON,1283,15,967,208312,2021/03/25 02:15:00+00,{4A94F82D-6A7B-453B-8582-11A7759E664C}
34935,3562,ON,2686,45,2355,153400,2021/03/25 01:15:59+00,{81AE1C53-DA3E-4B97-BCD5-F9B77187C68C}
34936,3563,ON,122,2,107,29976,2021/03/25 01:50:00+00,{84725844-2D93-4195-B5F9-4E620C6942D2}
34937,3565,ON,11623,241,11137,414825,2021/03/25 01:54:00+00,{D8EB6EFB-3CB2-409B-92E3-B6AE02F11E9C}
34938,3566,ON,5088,106,4852,184622,2021/03/25 01:55:00+00,{CD7CDBE9-2F18-4D74-866B-C1A53EFEA157}
34939,3568,ON,13646,401,13000,16889,2021/03/25 01:46:00+00,{2B697722-DE85-480D-A36F-58293E689F1D}
34940,1203,NS,90,5,82,,2021/03/24 22:40:00+00,{6107FAE9-9AFF-4A5B-ACFC-BECD879D5551}
34941,1204,NS,1368,59,1290,,2021/03/24 22:41:00+00,{6946F01E-288C-49D9-846C-D7597DB3812E}
34942,1301,NB,355,4,339,77352,2021/03/24 22:47:59+00,{39E19B90-9CD0-4373-9ED2-279CEDF83B59}
34943,1302,NB,225,7,216,46020,2021/03/24 22:47:59+00,{C7F7FE2D-4EF6-4814-87EE-7C2E49AE8517}
34944,1303,NB,246,0,242,45350,2021/03/24 22:49:00+00,{935019BD-86DA-4975-A631-959E5F329101}
34945,1304,NB,455,15,407,28411,2021/03/24 22:49:00+00,{A1B793CD-C215-4F94-9400-85AEEBF0A294}
34946,1305,NB,182,4,178,20761,2021/03/24 22:50:00+00,{4F92664D-612E-433A-A217-9674086D4B46}
34947,1306,NB,29,0,28,17992,2021/03/24 22:50:00+00,{2F00310F-0234-4F7A-B1B5-225342BB9E0B}
34948,4604,MB,5729,38,4965,,2021/03/25 01:18:59+00,{37F8C856-EE27-4D6C-B695-2A2196CA9AE9}
34949,4605,MB,4889,143,4704,,2021/03/25 01:20:00+00,{978A9775-5781-484B-85B4-599B81CEE517}
34950,3570,ON,32030,551,30246,710375,2021/03/25 00:14:00+00,{7613622F-0D84-464A-A4AE-324F360ABD2B}
34951,3575,ON,2723,67,2578,49928,2021/03/25 01:47:59+00,{72378ECC-73B1-46FA-AA89-F1D6710376AB}
34952,3595,ON,107280,2766,99270,,2021/03/25 02:15:00+00,{1D3EA544-6F61-487D-AA3B-969FAB457369}
34953,4601,MB,18347,658,17279,,2021/03/25 01:17:00+00,{23775572-7D7B-4AE2-A07E-14B03D27AC34}
34954,4602,MB,2152,53,2059,,2021/03/25 01:18:00+00,{275DCD64-DF67-401C-BB72-0190720FF484}
34955,4603,MB,2474,37,2394,,2021/03/25 01:18:00+00,{6793B758-A2DD-44FD-BEB8-B49453D256F9}
34956,1011,NL,923,5,911,89825,2021/03/24 22:34:59+00,{32C66B68-FFF5-4506-947A-43C9585A6AE3}
34957,1012,NL,45,0,45,13229,2021/03/24 21:35:00+00,{E571E5E5-4B51-4E7A-ABA5-9B15B8879685}
34958,1013,NL,38,1,37,13208,2021/03/24 22:34:59+00,{24D6A0E3-9CF7-4810-B139-BB519800218D}
34959,1014,NL,9,0,9,6442,2021/03/24 22:36:00+00,{CEF1F2B2-62B6-45AD-8ADE-5F05D480D2C0}
34960,1201,NS,106,1,103,,2021/03/24 22:40:00+00,{8EB80785-7E7E-437C-BAA5-76609BD6CBAA}
34961,1202,NS,132,1,131,,2021/03/24 22:40:00+00,{30AABC1C-29BF-4B32-BC49-D8CF6FC231AB}
34962,2411,QC,1747,45,,,2021/03/24 23:00:00+00,{0F3861F4-FCA1-497F-B27C-71DD55A936DD}
34963,2412,QC,12011,288,,,2021/03/24 23:00:00+00,{B2375C15-FDA2-461E-A7F6-B962051969FE}
34964,2414,QC,21451,500,,,2021/03/24 23:00:59+00,{0C2527CD-1B4A-4CFF-A2F9-0EF109FBB37E}
34965,2415,QC,17520,481,,,2021/03/24 23:00:59+00,{CDEF346D-DD5B-4012-8342-F83F7AF011B5}
34966,2416,QC,43534,1509,,,2021/03/24 23:00:59+00,{7AC72FD4-E65E-4A2C-8746-79FBA768BEF7}
34967,2417,QC,46,0,,,2021/03/24 23:00:59+00,{D72E13D5-CC89-4C81-8C29-16418961D5A0}
34968,2418,QC,119,3,,,2021/03/24 23:02:00+00,{659FA5C1-981B-4DD7-95C3-8CB4A6941494}
34969,3526,ON,224,4,206,111176,2021/03/25 02:00:00+00,{A6ED2F2F-896F-4E96-B301-38ECB2806EFE}
34970,3527,ON,1702,13,1635,83208,2021/03/25 00:20:59+00,{69BF2926-A11E-41DB-AEFD-B40F7031DEE3}
34971,3530,ON,13190,305,12248,,2021/03/25 00:36:00+00,{84E0C66A-E268-43DB-A839-50103D3AC724}
34972,1100,PE,152,,144,117555,2021/03/24 22:47:00+00,{C4464093-7F6F-4227-96FA-60631A8065A9}
34973,2413,QC,26588,884,,,2021/03/24 23:00:00+00,{1C1273B2-C320-4C7C-9473-38B28B67DD3B}
34974,3533,ON,770,0,731,,2021/03/25 00:36:59+00,{1B82BE0E-1182-46E8-8298-71EB343EFF7A}
34975,3534,ON,1567,39,1455,30351,2021/03/25 00:17:00+00,{4C062D88-239E-4D78-8D1B-94E785D0A616}
34976,3535,ON,1114,68,1033,158241,2021/03/25 00:42:00+00,{771C72D2-BA37-4712-B5D7-A9A7352BB754}
34977,3536,ON,10501,200,9988,354242,2021/03/24 23:45:00+00,{E81B476E-424B-4915-8801-0FE9627B9A0B}
34978,592,BC,8165,114,7708,211274,2021/03/25 01:44:59+00,{35ED145C-16A9-4ABD-840C-E87DA8FAB18F}
34979,591,BC,54792,778,50904,920193,2021/03/25 01:44:00+00,{22CCBFF1-B6BC-4E33-BB33-38E925771CA2}
34980,595,BC,22206,401,20186,649471,2021/03/25 01:47:00+00,{1E3B1348-88EC-472E-8F5E-79381C225098}
34981,593,BC,2996,28,2707,227105,2021/03/25 01:46:00+00,{D8729BD1-6D52-4A64-BD54-9D9B2414C675}
34982,594,BC,5641,120,5194,71847,2021/03/25 01:47:00+00,{849BB792-0920-4E86-8FA5-C4324A48ABF6}
34983,4750,SK,1407,10,1321,40316,2021/03/25 01:28:00+00,{8326974F-6731-454E-B631-FBB03C55C0B1}
34984,4751,SK,565,5,552,13182,2021/03/25 01:26:00+00,{A76FA8F7-73F3-4E38-9DBF-ED733C3FB8A4}
34985,4752,SK,352,3,348,1794,2021/03/25 01:21:00+00,{11AE843C-80FB-4EED-B0D8-C8B60D30B3B6}
34986,4753,SK,1949,13,1901,15720,2021/03/25 01:23:00+00,{A7BB8137-3BE7-4E21-83CE-531B4C8905F6}
34987,4754,SK,2134,28,2083,18348,2021/03/25 01:21:59+00,{C92A027D-A4D6-43A0-8846-942BC06CC688}
34988,4755,SK,3452,46,3326,46980,2021/03/25 01:25:00+00,{13A18239-ABF6-416D-B91E-52CD0F38C32A}
34989,4756,SK,1269,11,1191,19026,2021/03/25 01:25:00+00,{EEF0A904-30E1-4CC1-9125-E25EB3D03FB1}
34990,4757,SK,3226,49,3101,35095,2021/03/25 01:24:00+00,{2DA764D4-E8A2-4473-B45E-1AF87ACC1888}
34991,4758,SK,7056,112,6100,138966,2021/03/25 01:30:00+00,{1D46E4C5-3888-4FDE-BD64-E11EED39CBB3}
34992,4759,SK,7939,90,7656,174455,2021/03/25 01:27:00+00,{A2AC5695-A3E3-4E12-88F9-FAD54E0A5B44}
34993,4760,SK,878,15,813,27689,2021/03/25 01:28:59+00,{F778EB75-9030-48CB-BD37-C894A709D178}
34994,4761,SK,1252,35,1135,34175,2021/03/25 01:31:00+00,{C4A2100D-7D26-4CAB-9244-2BA281335ED6}
34995,4762,SK,642,3,624,13393,2021/03/25 01:28:59+00,{3CEAFEC4-BB2C-42D5-A40E-5B19E906DAC1}
35243,3540,ON,1452,9,1378,88854,2021/03/17 20:41:00+00,{64967FD8-4E21-472C-9218-021916152981}
35424,1100,PE,143,0,127,110858,2021/03/15 00:01:00+00,{F7BCEBDC-57DE-4A54-B952-03736ADB0186}
35571,2416,QC,42913,1500,0,0,2021/03/16 22:04:00+00,{4A608327-8DD1-4714-B724-0498152D1DBB}
35579,4762,SK,631,3,605,13092,2021/03/16 23:00:59+00,{96CE0999-77D5-49FF-8A3A-04A48198F937}
35585,3547,ON,273,4,265,108147,2021/03/16 21:19:00+00,{4EA4F831-427E-41C6-8584-04B394E301FA}
35629,3595,ON,103351,2726,96019,,2021/03/16 21:32:00+00,{B5C4F45A-8C8B-46A0-8D6F-050AD81ABF80}
35636,3570,ON,30669,544,29131,688451,2021/03/17 20:51:59+00,{4ECB9BF7-2DB5-42FF-ACDF-0512BFBAD0B9}
35759,3549,ON,585,1,509,77109,2021/03/16 22:28:59+00,{8C58611A-5C07-4EC2-90DA-05DF1134904D}
35908,3541,ON,775,1,742,211940,2021/03/15 21:59:59+00,{7BCEE8B4-6D1C-48B6-BA99-06F43A7F0C50}
35955,4603,MB,2454,37,2379,0,2021/03/14 22:59:00+00,{57999E55-C77E-40E3-BF1E-075FFD686E00}
35978,4601,MB,18005,650,17069,0,2021/03/14 22:57:59+00,{60C9A085-0125-41BD-A85D-078D8BE5965F}
36137,3543,ON,996,54,868,7981,2021/03/15 22:01:00+00,{DC5D7CDC-CAF1-4E32-9E3A-08F5EC8F8714}
36152,3541,ON,797,1,743,214100,2021/03/17 20:41:00+00,{03F9F1B7-56A1-4F84-BBFC-0915F3CBC441}
36214,2410,QC,87,0,0,0,2021/03/15 00:12:00+00,{63F692D5-021E-4F46-B0F6-0983EBF9611C}
36246,1306,NB,28,0,28,17643,2021/03/15 00:04:59+00,{1667C549-AC6F-48BD-B43D-09C09AD2474C}
36417,3560,ON,6884,192,6273,0,2021/03/14 22:57:00+00,{202513E2-2120-4AEC-B627-0AE925321A0A}
36459,4834,AB,55186,994,53029,609708,2021/03/17 23:45:59+00,{034B4150-FD07-4415-A7B8-0B38678E21C1}
36503,2410,QC,88,0,0,0,2021/03/16 02:32:59+00,{65F382C9-7057-4BCE-BCCC-0B7D6B93FD9F}
36548,4751,SK,558,4,548,12994,2021/03/17 23:32:59+00,{84FEA135-97B1-40AC-8A3C-0BD768C68161}
36577,595,BC,20664,399,18925,629559,2021/03/15 23:31:00+00,{8EEF94D0-4430-4660-ADDE-0C253D2CC19B}
36599,3526,ON,213,4,198,106581,2021/03/16 21:00:00+00,{1312AA02-5F06-46F4-A45F-0C5BEC33D8C9}
36687,3527,ON,1604,12,1516,78873,2021/03/14 22:46:00+00,{39FDBC15-A5D6-4922-AC38-0D18DD9434E5}
36779,1302,NB,224,7,214,45138,2021/03/15 00:03:00+00,{6ED461FD-A732-41DE-A1DB-0DE219400245}
36822,3546,ON,9052,373,8374,0,2021/03/17 20:44:00+00,{3F3BD599-CE65-4FC0-ADE8-0E35BFB5715D}
36857,1304,NB,425,15,403,26526,2021/03/15 00:04:59+00,{B7E5E693-52AD-4CEE-A909-0E869A0CAFFC}
36957,3547,ON,270,4,263,106912,2021/03/14 22:54:00+00,{092816A7-D013-4086-B2F3-0F33876306F1}
37050,3538,ON,439,6,420,98378,2021/03/14 22:50:59+00,{DA642A22-A44C-4438-A623-0FFF58574A34}
37097,4750,SK,1345,10,1234,38901,2021/03/16 22:54:00+00,{D76C5F4D-5C58-44BB-8452-10593C02185D}
37142,4834,AB,54916,992,52770,607993,2021/03/14 23:38:00+00,{F016EE4F-5547-42FE-881E-10BE7ED9E057}
37155,4758,SK,6365,111,5719,131605,2021/03/16 23:13:00+00,{9DAD1164-DAD3-4ABE-BC7F-10E046BE6841}
37213,1011,NL,920,5,860,88117,2021/03/15 00:17:59+00,{3BC1E96D-DAD0-4AAA-8493-112F8D9569F1}
37352,3530,ON,12565,302,11952,0,2021/03/17 20:26:00+00,{CB73A6DA-F0A2-4F54-B593-12450E93B58D}
37606,3558,ON,2953,69,2736,115200,2021/03/14 22:57:00+00,{3746F044-A396-479B-B4AB-143D18B63254}
37613,4602,MB,2097,53,2023,0,2021/03/14 23:00:59+00,{399DA813-0596-4399-B3D7-14437C5F54FF}
37749,1204,NS,1346,58,1278,0,2021/03/15 22:55:00+00,{19CCB0AE-ADAD-4EF1-A672-153266BA7312}
38023,3557,ON,390,3,366,71605,2021/03/14 22:56:00+00,{CC02B3F7-908D-4B63-83DA-17449E2C8AEE}
38184,2404,QC,12978,507,0,0,2021/03/17 20:19:59+00,{7448BF97-A9F4-4677-8CB7-1881695D8D52}
38259,2405,QC,11790,317,0,0,2021/03/15 00:11:00+00,{04BFE48B-A007-4DF4-8289-192789672752}
38439,3539,ON,1376,50,1307,111307,2021/03/14 22:52:00+00,{ADE1256C-DE51-4303-9036-1A807DB0CA9F}
38454,3542,ON,2380,46,2163,114569,2021/03/14 22:53:00+00,{4652E7FC-E30E-4646-9908-1A97D431A108}
38494,3542,ON,2431,47,2209,114569,2021/03/16 21:14:59+00,{D1D070DD-6BF5-4209-804A-1AE4410BF745}
38548,3533,ON,729,0,718,0,2021/03/16 21:01:59+00,{4D526079-8E87-492F-8DE2-1B5371F34B79}
38549,2416,QC,42781,1496,0,0,2021/03/15 00:14:59+00,{366A7592-BC32-4539-BBCA-1B53F7D4E48F}
38554,594,BC,5271,111,4845,69220,2021/03/16 23:38:00+00,{B7DBC4B8-7C76-4F08-9A31-1B608CC4C288}
38585,1305,NB,182,4,178,20473,2021/03/16 21:35:00+00,{1D91FF90-C7FA-402E-8153-1BA1A64447AD}
38684,2414,QC,21078,496,0,0,2021/03/16 02:38:00+00,{2CCF155D-C208-43F0-85F4-1C5F3E5B96E7}
38739,3566,ON,4959,105,4749,183632,2021/03/17 20:51:00+00,{F8B9B153-3728-4456-8237-1CD7614E8C97}
38819,3562,ON,2339,37,1865,144380,2021/03/14 22:54:00+00,{D04A2BC5-1D90-4C51-8B57-1D64D408EA23}
38894,3546,ON,8924,373,8291,0,2021/03/14 22:54:00+00,{AE792194-2C40-4848-BC3B-1DEE5C58A696}
38898,2416,QC,42859,1499,0,0,2021/03/16 02:39:00+00,{1EB6F1DD-D465-4C78-9051-1DF095F4A4AD}
39032,4601,MB,18039,650,17085,0,2021/03/15 22:50:00+00,{95D5DA93-B1AE-495E-A26D-1EE0D98E19CD}
39058,3530,ON,12513,301,11911,0,2021/03/16 21:00:00+00,{3528949E-4C37-4139-8AAF-1F1F77C00B8D}
39224,1202,NS,132,1,130,0,2021/03/16 21:11:00+00,{AE646B29-CE38-4228-9F98-20458DB3683D}
39516,3563,ON,107,1,98,27807,2021/03/14 22:57:59+00,{FD7B5034-4D40-46E2-B673-229B7B432D6B}
39587,1307,NB,25,0,9,11386,2021/03/15 00:06:00+00,{11747A69-0FD9-487F-A540-233F310B1101}
39813,3537,ON,11381,296,10360,302247,2021/03/16 21:10:00+00,{AE02ADC9-2081-4635-95E0-24E75EA7B416}
39975,3551,ON,15562,447,14504,0,2021/03/14 22:55:00+00,{95247019-9C89-40A9-9C50-260D3B9A42F9}
40114,3527,ON,1635,12,1526,79759,2021/03/16 21:00:00+00,{8D18CC19-4890-4663-BDD2-272ADEBD1F2F}
40321,4604,MB,5479,35,4834,0,2021/03/17 23:27:00+00,{5B05C13B-79CE-4D4F-823F-28F531B5B5D8}
40537,3562,ON,2493,39,2030,149517,2021/03/17 23:23:00+00,{DBF07C64-904C-4F25-9F3C-2A763346F2C9}
40546,4750,SK,1341,10,1222,38800,2021/03/15 23:06:59+00,{43EE72A9-CE07-4AD8-BBDB-2A8497C22B1C}
40600,2406,QC,110950,4570,0,0,2021/03/16 02:31:00+00,{8340CB22-32DA-49DE-8B41-2B01EF4F4ADD}
40739,6101,NT,47,0,46,15300,2021/03/15 23:34:00+00,{2314C0FF-8AEE-4E4B-ADDB-2BFA7CDBA211}
40786,4760,SK,828,14,777,26751,2021/03/14 23:24:00+00,{9C5516D7-0F75-4FA3-8527-2C4D8538300B}
40821,4760,SK,834,14,782,26858,2021/03/15 23:09:00+00,{A8AECC99-F960-4A3A-9DA6-2C938F6D0504}
40832,3553,ON,65424,627,63071,0,2021/03/14 22:55:00+00,{D2419D3A-0E9F-4E6A-9663-2CA94BA6A911}
40855,1100,PE,144,0,140,114367,2021/03/17 20:09:00+00,{2125A6EA-5870-46C0-B408-2CD4CD791FE6}
40876,4759,SK,7774,89,7474,168940,2021/03/16 22:52:00+00,{D3CCC31E-C91D-4208-9187-2CFE6442D406}
40917,1302,NB,224,7,214,45280,2021/03/16 21:33:59+00,{EF1E3E84-21AB-4847-A204-2D50B796DCD1}
41126,2409,QC,356,3,0,0,2021/03/15 00:12:00+00,{9DB1D522-0FC1-4602-903C-2EEE752BA19C}
